customer_id,account_length,location_code,intertiol_plan,voice_mail_plan,number_vm_messages,total_day_min,total_day_calls,total_day_charge,total_eve_min,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,Churn,
2161,69,547,no,no,0,195.1,91,33.17,261.5,57,22.23,203.8,90,9.17,11.4,5,3.08,0,No,
2162,87,445,no,no,0,186.9,79,31.77,182.6,105,15.52,143.1,90,6.44,4.2,14,1.13,1,No,
2163,106,452,no,no,0,208.3,89,35.41,169.4,67,14.4,102,90,4.59,15.9,4,4.29,3,No,
2164,105,445,no,no,0,115.5,73,19.64,267.3,83,22.72,114.2,90,5.14,13.3,5,3.59,3,No,
2165,57,452,no,yes,33,193.4,105,32.88,231.6,79,19.69,226.2,90,10.18,11.1,11,3,2,No,
2166,186,452,no,yes,26,74.3,107,12.63,177.3,116,15.07,296.3,90,13.33,14.5,3,3.92,2,No,
2167,98,452,yes,yes,23,245.5,54,41.74,292.7,83,24.88,184,90,8.28,10.8,7,2.92,1,No,
2168,147,452,no,yes,35,197.3,134,33.54,141.1,99,11.99,212.1,90,9.54,10.1,4,2.73,2,Yes,
2169,106,452,no,yes,37,223.5,104,38,235.1,99,19.98,140.1,90,6.3,10.6,5,2.86,2,No,
2170,132,547,no,no,0,163.2,80,27.74,167.6,90,14.25,87.5,90,3.94,6.2,10,1.67,1,No,
2171,120,452,no,no,0,177.2,88,30.12,270.4,99,22.98,231.5,90,10.42,14,2,3.78,2,No,
2172,37,445,yes,yes,39,149.7,122,25.45,211.1,75,17.94,114.3,90,5.14,9.2,4,2.48,1,No,
2173,88,547,no,no,0,144.3,116,24.53,156.4,74,13.29,214.7,90,9.66,7.8,10,2.11,3,No,
2174,143,452,no,no,0,209.1,127,35.55,106.1,80,9.02,179.6,90,8.08,14,6,3.78,0,No,
2175,38,452,no,no,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3,No,
2176,171,452,no,yes,25,223.2,77,37.94,183.2,118,15.57,150.8,90,6.79,10.2,3,2.75,3,No,
2177,115,445,no,no,0,147.9,109,25.14,228.4,117,19.41,299.7,90,13.49,9.6,9,2.59,3,No,
2178,104,445,yes,no,0,160.4,73,27.27,293.9,103,24.98,306.6,90,13.8,12.6,5,3.4,4,No,
2179,145,445,no,no,0,39.5,78,6.72,264.3,106,22.47,185.8,90,8.36,10,6,2.7,0,No,
2180,41,445,no,no,0,237.8,92,40.43,223.5,155,19,217.4,90,9.78,10.2,6,2.75,2,No,
2181,30,452,no,no,0,247.4,107,42.06,175.9,76,14.95,287.4,90,12.93,11.3,2,3.05,0,No,
2182,62,445,no,no,0,172.8,101,29.38,204.8,97,17.41,240.8,90,10.84,9.1,8,2.46,2,No,
2183,86,452,no,yes,30,99.9,84,16.98,263.5,125,22.4,254.7,90,11.46,9.8,7,2.65,2,No,
2184,82,547,no,no,0,265.2,122,45.08,178.7,102,15.19,174.7,90,7.86,10.7,9,2.89,2,No,
2185,161,445,no,no,0,154.7,84,26.3,177.8,125,15.11,172.9,90,7.78,5.9,2,1.59,4,Yes,
2186,112,452,no,no,0,261.4,108,44.44,154.5,102,13.13,130.9,90,5.89,11.6,2,3.13,1,No,
2187,93,445,,no,0,269.9,117,46.54,228,79,19.96,261.7,90,11.82,11.3,3,3.05,3,Yes,
2188,132,452,no,no,0,198.8,73,32.63,120.9,125,10.38,169.3,90,7.98,10.9,3,2.94,4,Yes,
2189,96,452,no,yes,37,184.7,92,31.36,134.1,116,9.21,206.1,90,9.72,10.3,6,2.78,5,Yes,
2190,58,452,no,no,0,232.2,111,42.02,292.7,105,25.81,113.4,90,4.74,9.3,2,2.51,2,Yes,
2191,132,445,no,no,0,276.2,108,49.5,248.2,136,18.91,197.7,90,8.63,8.9,3,2.4,1,Yes,
2192,95,452,yes,no,0,181.5,79,30.14,287.2,116,24.33,186.9,90,8.95,11.5,2,3.11,1,Yes,
2193,101,445,no,no,0,232,159,38.63,269,109,23.21,288.2,90,12.52,13.5,9,3.65,1,Yes,
2194,109,445,no,no,0,281.7,76,45,318,119,26.93,201.4,90,8.88,9.5,8,2.57,1,Yes,
2195,101,445,no,no,0,104.7,113,15.25,265.1,83,22.11,156.1,90,7.65,13.5,11,3.65,5,Yes,
2196,161,445,no,no,0,144.7,77,25.3,185.8,122,15.11,182.9,90,7.78,5.9,3,1.59,4,Yes,
2197,126,452,no,no,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,Yes,
2198,61,452,no,yes,20,254.4,133,43.25,161.7,96,13.74,251.4,91,11.31,10.5,4,2.84,0,No,
2199,122,452,no,no,0,232.5,96,39.53,205.5,120,17.47,213.7,91,9.62,11.9,2,3.21,0,No,
2200,72,452,no,no,0,217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,10.4,5,2.81,4,No,
2201,118,452,no,no,0,267.8,145,45.53,316.4,121,26.89,208.6,91,9.39,14.4,11,3.89,5,Yes,
2202,90,452,no,no,0,179.1,71,30.45,190.6,81,16.2,127.7,91,5.75,10.6,7,2.86,3,No,
2203,130,445,no,no,0,271.8,129,46.21,237.2,128,20.16,210.1,91,9.45,8.7,2,2.35,4,Yes,
2204,77,452,no,no,0,245.2,87,41.68,254.1,83,21.6,239.4,91,10.77,7.5,4,2.03,0,Yes,
2205,67,452,no,no,0,115.5,70,19.64,252.2,143,21.44,208.9,91,9.4,7.5,6,2.03,0,No,
2206,93,445,no,no,0,164.5,95,27.97,230.9,87,19.63,149.9,91,6.75,9.9,3,2.67,4,No,
2207,120,452,no,no,0,180,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,No,
2208,132,445,yes,yes,33,200.3,75,34.05,226.6,67,19.26,198.8,91,8.95,12.9,3,3.48,2,No,
2209,64,452,no,yes,43,118.4,100,20.13,144.1,108,12.25,158.1,91,7.11,8.5,6,2.3,1,No,
2210,119,452,no,no,0,159.1,114,27.05,231.3,117,19.66,143.2,91,6.44,8.8,3,2.38,5,Yes,
2211,77,547,no,no,0,189.5,112,32.22,207,95,17.6,214.1,91,9.63,9.2,7,2.48,0,No,
2212,119,452,yes,yes,32,173,101,29.41,209.4,93,17.8,231.1,91,10.4,12.2,4,3.29,0,No,
2213,128,452,no,yes,25,265.1,110,45.07,197.4,99,16.78,244.7,91,11.01,10,3,2.7,1,No,
2214,110,452,yes,no,0,293.3,79,49.86,188.5,90,16.02,266.9,91,12.01,14.5,4,3.92,0,Yes,
2215,112,452,no,no,0,170.5,113,28.99,193.2,129,16.42,188,91,8.46,11.2,6,3.02,0,No,
2216,55,452,no,yes,28,105.3,82,17.9,197.4,109,16.78,187.5,91,8.44,8.6,6,2.32,2,No,
2217,124,547,no,no,0,143.3,120,24.36,230.7,111,19.61,214.3,91,9.64,7.8,2,2.11,4,Yes,
2218,103,452,no,no,0,185,117,31.45,223.3,94,18.98,222.8,91,10.03,12.6,2,3.4,2,No,
2219,42,445,no,no,0,241.2,134,41,116.5,114,9.9,152.2,91,6.85,10.6,4,2.86,0,No,
2220,111,452,no,no,0,284.4,89,48.35,157,113,13.35,242.8,91,10.93,8.4,8,2.27,0,Yes,
2221,96,452,no,no,0,173.9,111,29.56,287.4,105,24.43,204.8,91,9.22,9.1,7,2.46,1,No,
2222,113,452,no,no,0,215.5,129,36.64,218.7,117,18.59,207.1,91,9.32,6.6,9,1.78,4,No,
2223,116,547,no,no,0,229.3,93,38.98,184.5,111,15.68,168.2,91,7.57,8.8,3,2.38,2,No,
2224,82,452,no,no,0,135.4,102,23.02,237.1,122,20.15,118.3,91,5.32,17.5,4,4.73,0,No,
2225,129,547,no,yes,31,193,99,32.81,224.8,87,19.11,197.6,91,8.89,10.3,8,2.78,2,No,
2226,100,452,no,yes,27,221.7,100,37.69,236.1,70,20.07,192.7,91,8.67,8,4,2.16,0,No,
2227,22,445,no,yes,14,199.1,100,33.85,221.8,103,18.85,65.7,91,2.96,4.2,1,1.13,1,No,
2228,42,452,no,no,0,184.5,98,31.37,200.5,93,17.04,279.2,91,12.56,8.8,3,2.38,2,No,
2229,136,452,no,yes,24,174.6,76,29.68,176.6,114,15.01,214.4,91,9.65,8.8,5,2.38,2,No,
2230,189,452,no,no,0,227.8,124,38.73,169.5,112,14.41,201.1,91,9.05,5.6,4,1.51,3,No,
2231,143,547,no,no,0,155.4,112,26.42,290.9,92,24.73,228.4,91,10.28,13.9,5,3.75,1,No,
2232,185,445,no,yes,29,151.1,121,25.69,244.7,88,20.8,154.4,91,6.95,13.8,2,3.73,2,No,
2233,51,452,no,yes,26,236.8,61,40.26,263.4,97,22.39,181.1,91,8.15,11.2,8,3.02,1,No,
2234,63,452,no,yes,29,142.3,107,24.19,118.7,56,10.09,240.1,91,10.8,6.6,8,1.78,1,No,
2235,27,445,no,no,0,201.2,128,34.2,227.2,100,19.31,145.8,91,6.56,8.4,3,2.27,2,No,
2236,165,452,no,no,0,207.7,109,35.31,164.8,94,14.01,54.5,91,2.45,7.9,3,2.13,0,No,
2237,182,452,no,no,0,104.9,111,17.83,198.5,120,16.87,258.2,91,11.62,8,5,2.16,2,No,
2238,123,452,no,no,0,150,98,25.5,89.8,95,7.63,326,91,14.67,11.1,3,3,3,No,
2239,147,452,no,yes,38,243.4,126,41.38,273.8,109,23.27,282.9,91,12.73,14.1,8,3.81,2,No,
2240,95,452,no,yes,22,40.9,126,6.95,133.4,90,11.34,264.2,91,11.89,11.9,7,3.21,0,No,
2241,122,452,no,yes,34,146.4,104,24.89,89.7,103,7.62,220,91,9.9,15.6,4,4.21,2,No,
2242,75,452,no,yes,42,248.9,93,42.31,170.8,108,14.52,104.5,91,4.7,11.2,8,3.02,1,No,
2243,56,445,no,no,0,197,110,33.49,222.8,102,18.94,225.3,91,10.14,10.6,6,2.86,2,No,
2244,86,547,no,no,0,141.3,72,24.02,154.3,95,13.12,210.6,91,9.48,8.2,5,2.21,1,No,
2245,161,452,no,no,0,72.8,120,12.38,267.1,120,22.7,222.5,91,10.01,11.8,2,3.19,2,No,
2246,40,547,no,no,0,115.7,105,19.67,127.8,113,10.86,107.5,91,4.84,9.3,6,2.51,1,No,
2247,122,547,no,no,0,145.6,102,24.75,284.7,111,24.2,228.2,91,10.27,12.2,5,3.29,0,No,
2248,104,452,no,no,0,264,108,44.88,132.2,75,11.24,177.7,91,8,10.6,8,2.86,3,No,
2249,107,547,no,yes,38,219.4,92,37.3,180.5,73,15.34,104.1,91,4.68,11,1,2.97,2,No,
2250,72,547,no,no,0,138.9,111,23.61,211.6,102,17.99,179.5,91,8.08,10.8,3,2.92,1,No,
2251,146,452,no,no,0,206.3,151,35.07,148.6,89,12.63,167.2,91,7.52,6.1,3,1.65,1,No,
2252,148,452,no,no,0,86.3,134,14.67,246.6,92,20.96,251.6,91,11.32,11.3,4,3.05,1,No,
2253,112,547,no,no,0,217.1,76,36.91,205.2,100,17.44,185.7,91,8.36,9.4,3,2.54,2,No,
2254,75,452,no,no,0,122.8,89,20.88,211.3,104,17.96,261.4,91,11.76,10.7,2,2.89,2,No,
2255,65,452,no,yes,29,215.5,129,36.64,161.9,77,13.76,128.3,91,5.77,8.8,5,2.38,2,No,
2256,28,547,no,no,0,180.8,109,30.74,288.8,58,24.55,191.9,91,8.64,14.1,6,3.81,2,No,
2257,159,452,no,yes,23,153.6,93,26.11,216.9,88,18.44,161.3,91,7.26,12.6,3,3.4,2,No,
2258,99,547,yes,yes,39,126.8,94,21.56,293.6,115,24.96,174.1,91,7.83,8.4,4,2.27,0,No,
2259,95,445,no,yes,20,165.7,78,28.17,215.6,94,18.33,243.3,91,10.95,9.8,6,2.65,0,No,
2260,105,445,no,no,0,206.2,84,35.05,256.4,138,21.79,117.1,91,5.27,9,3,2.43,1,No,
2261,1,452,no,no,0,196.1,107,33.34,296.5,82,25.2,211.5,91,9.52,7,2,1.89,1,No,
2262,123,445,no,no,0,260.9,85,44.35,168.5,103,14.32,178.3,91,8.02,13.3,5,3.59,3,No,
2263,90,452,no,no,0,261.8,128,44.51,220.6,104,18.75,136.6,91,6.15,9.6,5,2.59,1,No,
2264,114,452,yes,yes,31,174.5,104,29.67,224.2,92,19.06,116.3,91,5.23,12.3,10,3.32,2,No,
2265,106,452,no,no,0,235.2,121,39.98,220.6,87,18.75,236.3,91,10.63,11.8,4,3.19,1,No,
2266,124,452,no,no,0,178.4,72,30.33,233.6,134,19.86,179.4,91,8.07,12,2,3.24,0,No,
2267,64,445,no,no,0,145.5,116,24.74,228.4,110,19.41,273.4,91,12.3,8.9,8,2.4,1,No,
2268,107,547,no,no,0,189.7,76,32.25,156.1,65,13.27,244,91,10.98,8.3,3,2.24,5,No,
2269,16,547,no,no,0,229.6,78,39.03,205.7,108,17.48,166.2,91,7.48,10.8,2,2.92,0,Yes,
2270,73,452,no,no,0,157.1,109,26.71,268.8,83,22.85,181.5,91,8.17,10,8,2.7,0,No,
2271,148,452,no,yes,26,244.9,150,41.63,118,138,10.03,236,91,10.62,15.2,4,4.1,2,No,
2272,96,445,no,no,0,144,102,24.48,224.7,73,19.1,227.7,91,10.25,10,7,2.7,1,No,
2273,37,547,no,no,0,229.9,125,39.78,271.6,89,21.24,217.1,91,9.32,8.9,4,2.4,2,Yes,
2274,,452,no,yes,35,208.3,128,33.54,127.1,93,11.99,220.1,91,9.54,10.1,3,2.73,2,Yes,
2275,121,445,no,no,0,184.4,104,27.97,358.5,73,30.79,290,91,13.37,11.2,2,3.02,0,Yes,
2276,112,452,no,no,0,263.5,123,45.33,214.1,96,18.22,173.1,91,7.16,16.4,6,4.43,3,Yes,
2277,92,547,yes,no,0,235.3,127,41.89,208,106,17.6,299.6,91,12.81,12,6,3.24,3,Yes,
2278,159,452,no,no,0,271.8,103,48.89,186.5,109,17.11,238.9,91,10.08,7.4,6,2,2,Yes,
2279,95,452,no,no,0,194.6,114,33.08,232.8,106,19.79,173.4,92,7.8,3.8,2,1.03,3,No,
2280,108,547,no,no,0,138.6,122,23.56,172.3,117,14.65,231.6,92,10.42,9.8,3,2.65,1,No,
2281,88,452,no,yes,17,219.5,78,37.32,222.1,94,18.88,188.3,92,8.47,16.1,5,4.35,1,No,
2282,91,452,no,yes,39,169.8,105,28.87,65.2,116,5.54,144.4,92,6.5,10.9,4,2.94,1,No,
2283,45,452,no,no,0,96.1,103,16.34,246.8,134,20.98,229.7,92,10.34,9.7,4,2.62,1,No,
2284,55,547,yes,no,0,106.1,77,18.04,123.5,100,10.5,96.4,92,4.34,12.9,3,3.48,0,No,
2285,51,452,yes,no,0,153.6,108,26.11,232.9,85,19.8,214.2,92,9.64,14.1,4,3.81,0,Yes,
2286,115,445,no,no,0,127.7,67,21.71,182.9,90,15.55,172.9,92,7.78,10.6,7,2.86,1,No,
2287,85,445,no,yes,33,207.9,95,35.34,233.5,88,19.85,221.3,92,9.96,13.5,3,3.65,1,No,
2288,117,547,no,no,0,149.9,95,25.48,256.1,110,21.77,212.7,92,9.57,13.3,13,3.59,2,No,
2289,169,452,no,no,0,179.2,111,30.46,175.2,130,14.89,228.6,92,10.29,9.9,6,2.67,2,No,
2290,98,547,no,yes,21,161.2,114,27.4,252.2,83,21.44,160.2,92,7.21,4.4,8,1.19,4,No,
2291,160,452,no,no,0,85.8,77,14.59,165.3,110,14.05,178.5,92,8.03,9.2,4,2.48,3,No,
2292,79,547,no,yes,21,264.3,79,44.93,202.8,118,17.24,173.4,92,7.8,6.3,3,1.7,4,No,
2293,99,445,no,no,0,190.4,102,32.37,158.1,107,13.44,271.5,92,12.22,11.2,4,3.02,2,No,
2294,31,452,no,no,0,177.3,129,30.14,152.8,105,12.99,162.9,92,7.33,5.1,2,1.38,0,No,
2295,83,452,no,no,0,195,92,33.15,210.5,83,17.89,180.6,92,8.13,11,13,2.97,0,No,
2296,131,452,no,yes,28,249.6,87,42.43,227.2,138,19.31,239.9,92,10.8,7.6,3,2.05,3,No,
2297,74,452,no,yes,32,174.6,107,29.68,310.6,115,26.4,234.7,92,10.56,9,4,2.43,1,No,
2298,57,452,no,no,0,158.1,117,26.88,115.2,149,9.79,182.4,92,8.21,11.8,7,3.19,0,No,
2299,132,445,no,yes,36,201.9,93,34.32,156.3,75,13.29,131.3,92,5.91,13.7,5,3.7,0,No,
2300,120,452,no,no,0,137.3,100,23.34,212.2,129,18.04,152.7,92,6.87,10.5,2,2.84,1,No,
2301,117,452,no,yes,23,198.1,86,33.68,177,86,15.05,180.5,92,8.12,6.8,6,1.84,1,No,
2302,79,547,no,yes,31,103.1,90,17.53,243,135,20.66,76.4,92,3.44,12.2,8,3.29,3,No,
2303,86,445,no,no,0,226.3,88,38.47,223,107,18.96,255.6,92,11.5,13,3,3.51,4,No,
2304,107,452,no,no,0,241.9,102,41.12,126.9,117,10.79,185.6,92,8.35,11.7,6,3.16,0,No,
2305,119,445,no,no,0,239.1,88,40.65,243.5,79,20.7,230.9,92,10.39,10.9,3,2.94,3,Yes,
2306,82,547,no,yes,29,207.2,111,35.22,254.1,137,21.6,169.3,92,7.62,9.5,5,2.57,2,No,
2307,39,445,no,no,0,154.1,104,26.2,204.2,112,17.36,196.2,92,8.83,9.8,4,2.65,2,No,
2308,74,547,no,yes,33,193.7,91,32.93,246.1,96,20.92,138,92,6.21,14.6,3,3.94,2,No,
2309,91,452,no,no,0,133.8,61,22.75,158.8,96,13.5,189.6,92,8.53,10.5,2,2.84,1,No,
2310,45,547,no,yes,29,135.8,104,23.09,222.5,101,18.91,235.6,92,10.6,7.9,6,2.13,2,No,
2311,160,452,no,no,0,171.2,103,29.1,243.5,121,20.7,178.2,92,8.02,13,3,3.51,2,No,
2312,116,445,no,no,0,51.1,106,8.69,208.6,137,17.73,198,92,8.91,12.3,3,3.32,1,No,
2313,115,452,no,no,0,166.5,111,28.31,236.2,98,20.08,205.6,92,9.25,15.6,2,4.21,1,No,
2314,160,547,no,no,0,121.8,97,20.71,89.3,97,7.59,150.7,92,6.78,10.3,5,2.78,1,No,
2315,112,452,yes,yes,16,200.3,72,34.05,197.8,91,16.81,151.1,92,6.8,10.4,3,2.81,1,No,
2316,78,547,no,yes,32,210.3,116,35.75,192.2,83,16.34,246.1,92,11.07,10.8,4,2.92,6,No,
2317,73,452,no,no,0,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,13,2.92,1,No,
2318,94,452,no,no,0,108,79,18.36,241.9,152,20.56,252.1,92,11.34,10.4,3,2.81,3,No,
2319,64,452,no,no,0,97.2,80,16.52,186.2,90,15.83,189,92,8.5,10.4,6,2.81,2,No,
2320,125,547,no,no,0,168.6,99,28.66,175.6,107,14.93,243.3,92,10.95,10.9,7,2.94,0,No,
2321,59,445,no,no,0,107.8,113,18.33,216.6,125,18.41,217.5,92,9.79,9.9,3,2.67,2,No,
2322,63,452,yes,yes,36,199,110,33.83,291.3,111,24.76,197.6,92,8.89,11,6,2.97,1,No,
2323,96,452,no,no,0,106.6,128,18.12,284.8,87,24.21,178.9,92,8.05,14.9,7,4.02,1,No,
2324,149,452,yes,no,0,176.2,87,29.95,145,81,12.33,249.5,92,11.23,5.7,4,1.54,0,No,
2325,76,452,no,no,0,169.5,77,28.82,124,87,10.54,219.4,92,9.87,10,3,2.7,0,No,
2326,136,445,no,no,0,102.1,75,17.36,219.5,97,18.66,73.7,92,3.32,9.8,5,2.65,0,No,
2327,142,547,no,yes,40,230.7,101,39.22,256.8,88,21.83,263.9,92,11.88,6.4,3,1.73,1,No,
2328,83,547,no,no,0,259.7,106,44.15,152.7,116,12.98,224.7,92,10.11,10.2,2,2.75,0,No,
2329,76,452,,no,0,-171.1,78,29.09,257.2,,21.86,91.6,92,4.12,16.2,3,4.37,1,No,
2330,93,452,no,no,0,190.2,68,32.33,262.2,64,22.29,130,92,5.85,8.8,4,2.38,0,No,
2331,78,452,no,yes,21,160.6,85,27.3,223.1,79,18.96,124,92,5.58,9.5,1,2.57,2,No,
2332,139,547,no,no,0,196,135,33.32,186,146,15.81,153,92,6.89,9.8,1,2.65,3,No,
2333,102,547,no,no,0,103.1,70,17.53,275,129,23.38,141.1,92,6.35,11.2,5,3.02,1,No,
2334,58,445,no,yes,20,194.5,110,33.07,213.7,89,18.16,236.6,92,10.65,9.5,2,2.57,1,No,
2335,100,445,no,no,0,185,122,31.45,182.5,92,15.51,274.9,92,12.37,5.1,8,1.38,1,No,
2336,89,452,no,yes,32,209.9,113,35.68,249.8,104,21.23,224.2,92,10.09,8.7,7,2.35,1,No,
2337,119,452,no,yes,26,161.3,97,27.42,250.3,110,21.28,142.4,92,6.41,6.6,8,1.78,1,No,
2338,29,452,no,no,0,157.4,122,26.76,145,75,12.33,281.8,92,12.68,9.3,2,2.51,1,No,
2339,41,445,no,no,-202,202.9,97,34.49,153.8,104,13.07,113.5,92,5.11,9,3,2.43,3,No,
2340,111,452,no,yes,36,166.2,54,28.25,238.8,109,20.3,108.8,92,4.9,11.2,2,3.02,3,No,
2341,106,547,no,no,0,194.8,133,33.12,213.4,73,18.14,190.8,92,8.59,11.5,7,3.11,0,No,
2342,123,452,no,no,0,175.7,78,29.87,184.6,96,15.69,156.9,92,7.06,9.1,2,2.46,2,No,
2343,130,445,no,no,0,287.8,129,45.21,243.2,134,19.16,195.1,92,9.45,8.7,2,2.35,4,Yes,
2344,144,547,no,no,0,294.5,101,46.35,230.7,88,21.46,121,92,5.4,11.6,6,3.13,1,Yes,
2345,93,445,no,yes,21,137.2,103,22.81,148.5,129,13.81,172.6,92,8.4,11.8,1,3.19,4,Yes,
2346,17,452,yes,no,0,174.8,124,26.68,239.6,95,19.52,335.7,92,14.97,13.6,3,3.67,0,Yes,
2347,81,452,yes,no,0,141.4,76,27.4,162.9,98,15.61,213.5,92,9.65,17.9,3,4.83,3,Yes,
2348,184,452,no,no,0,251.4,69,41.19,293.3,114,24.42,191,92,8.64,13.8,3,3.73,1,Yes,
2349,89,547,no,no,0,312.9,102,53.66,253.9,115,23.18,298.1,92,14.04,5.3,3,1.43,1,Yes,
2350,106,547,no,no,0,199.6,93,36.8,251.2,88,20.18,188.4,92,8.61,12.4,2,3.35,2,Yes,
2351,124,452,no,no,0,304,104,51.04,170,107,15.3,169.6,92,7.59,12.8,5,3.46,1,Yes,
2352,120,452,no,no,0,178.4,97,30.33,168.3,113,14.31,120.5,93,5.42,9.3,9,2.51,1,No,
2353,101,547,no,no,0,174.9,105,29.73,262,75,22.27,210,93,9.45,8.5,5,2.3,1,No,
2354,99,547,yes,no,0,242.3,102,41.19,350.9,102,29.83,163.1,93,7.34,11.3,3,3.05,0,Yes,
2355,117,445,no,no,0,239.9,84,40.78,174.8,106,14.86,209.5,93,9.43,9.8,2,2.65,0,No,
2356,96,547,no,yes,31,183.4,126,31.18,195.5,106,16.62,180.1,93,8.1,10.5,5,2.84,1,No,
2357,119,445,no,no,0,124.3,68,21.13,207.1,88,17.6,157.4,93,7.08,14.8,1,4,0,No,
2358,57,452,no,no,0,85.9,92,14.6,193.9,127,16.48,231.5,93,10.42,10.1,2,2.73,0,No,
2359,105,445,no,no,0,213.4,100,36.28,204.9,52,17.42,179.7,93,8.09,9.5,6,2.57,1,No,
2360,102,452,no,yes,25,137.4,100,23.36,176.7,83,15.02,188.2,93,8.47,10.2,6,2.75,2,No,
2361,70,547,yes,no,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,Yes,
2362,117,445,no,no,0,102.3,100,17.39,135.2,104,11.49,199.7,93,8.99,15.7,10,4.24,3,No,
2363,45,547,no,no,0,159.8,91,27.17,120.4,86,10.23,163,93,7.34,10.6,3,2.86,2,No,
2364,82,445,no,no,0,101,93,17.17,155.6,104,13.23,304.4,93,13.7,13.3,2,3.59,0,No,
2365,170,547,no,yes,37,178.1,130,30.28,242.8,103,20.64,243,93,10.93,13,4,3.51,0,No,
2366,98,547,yes,no,0,158.4,71,26.93,306.6,,26.06,144.2,93,6.49,2.1,4,0.57,1,No,
2367,87,547,no,no,0,234.8,85,39.92,140.9,91,11.98,204.3,93,9.19,9.5,5,2.57,1,No,
2368,87,547,no,no,0,189.5,113,32.22,204.9,100,17.42,221.7,93,9.98,13.4,3,3.62,1,No,
2369,126,547,no,no,0,175.4,120,29.82,98.3,71,8.36,201.9,93,9.09,10.6,1,2.86,0,No,
2370,131,452,no,no,0,166.5,129,28.31,210.2,107,17.87,257.2,93,11.57,9.9,5,2.67,1,No,
2371,105,452,no,yes,21,147,112,24.99,197.3,43,16.77,267.4,93,12.03,8.7,3,2.35,2,No,
2372,106,452,no,no,0,165.3,118,28.1,210,101,17.85,187.2,93,8.42,8.5,3,2.3,2,No,
2373,102,452,no,no,0,129.5,56,22.02,354.2,118,30.11,145.5,93,6.55,10.9,3,2.94,1,No,
2374,165,445,no,no,0,150.5,75,25.59,193.1,93,16.41,311.6,93,14.02,10.3,2,2.78,1,No,
2375,41,452,no,yes,30,191.7,109,32.59,193,86,16.41,149.4,93,6.72,11.1,4,3,1,No,
2376,225,452,no,no,0,165.4,106,28.12,273.7,109,23.26,210,93,9.45,8.7,3,2.35,0,Yes,
2377,70,547,no,no,0,129.9,102,22.08,208.7,133,17.74,231.4,93,10.41,14.3,3,3.86,1,No,
2378,63,547,no,no,0,185.3,87,31.5,225.3,87,19.15,194.3,93,8.74,11.7,3,3.16,0,No,
2379,158,445,no,no,0,209.9,112,35.68,221.3,82,18.81,210,93,9.45,8.2,3,2.21,1,No,
2380,101,445,no,no,0,239,156,40.63,273,106,,278.2,93,12.52,13.5,8,3.65,1,Yes,
2381,100,452,no,no,0,113.3,96,19.26,197.9,89,16.82,284.5,93,12.8,11.7,2,3.16,4,Yes,
2382,190,452,no,no,0,169.4,102,28.8,253.5,113,21.55,197.1,93,8.87,8.9,5,2.4,1,No,
2383,21,547,no,no,0,225,110,38.25,244.2,111,20.76,221.2,93,9.95,10.7,4,2.89,0,No,
2384,130,452,no,no,0,213.1,105,36.23,206.2,108,17.53,163.4,93,7.35,8.9,3,2.4,0,No,
2385,30,452,no,no,0,169.9,144,28.88,225.2,118,19.14,169.7,93,7.64,11.4,7,3.08,1,No,
2386,124,445,no,no,0,151.1,123,25.69,187.4,104,15.93,255.4,93,11.49,5.3,3,1.43,1,No,
2387,3,547,no,yes,27,67.4,116,11.46,244,78,20.74,281.1,93,12.65,11.4,2,3.08,2,No,
2388,61,452,no,no,0,197.7,118,33.61,152.2,96,12.94,221,93,9.95,7,3,1.89,2,No,
2389,123,445,no,no,0,105,150,17.85,251.6,90,21.39,258,93,11.61,14.9,5,4.02,0,No,
2390,137,445,no,no,0,144,90,24.48,181.6,100,15.44,128.1,93,5.76,12.3,2,3.32,0,No,
2391,119,452,no,yes,35,217.1,92,36.91,220.8,134,18.77,249.5,93,11.23,8,5,2.16,2,No,
2392,101,445,no,no,0,89.7,118,15.25,260.1,79,22.11,170.1,93,7.65,13.5,11,3.65,5,Yes,
2393,107,547,yes,no,0,194.4,83,33.05,247.8,84,21.06,245.4,93,11.04,11.2,7,3.02,2,No,
2394,108,452,no,no,0,112,105,19.04,193.7,110,16.46,208.9,93,9.4,4.1,4,1.11,4,Yes,
2395,161,547,no,no,0,297.9,141,50.64,238.1,107,20.24,240.5,93,10.82,8.9,5,2.4,1,Yes,
2396,65,445,no,yes,31,282.3,70,47.99,152,89,12.92,225.5,93,10.15,12,4,3.24,1,No,
2397,128,452,no,yes,40,171.2,88,29.1,145.7,109,12.38,196.8,93,8.86,14,6,3.78,1,No,
2398,140,445,no,no,0,194.8,107,33.12,170.9,99,14.53,225.1,93,10.13,13.9,4,3.75,0,No,
2399,159,452,no,no,0,87.7,103,14.91,278.2,97,23.65,170.6,93,7.68,10.5,10,2.84,1,No,
